                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     77,                 1.0172,                0.66623,                 1.5945,                0.77097,                0.64744,                0.71505,                0.30219,                 2.1498,                 1.3815,                 2.8792,              0.0004952,              0.0004952,              0.0004952
                     78,                 1.0699,                0.69728,                 1.6649,                0.84767,                0.64222,                 0.7096,                 0.3031,                 2.1371,                  1.349,                 2.8688,              0.0004754,              0.0004754,              0.0004754
                     79,                 1.0088,                0.67424,                 1.5804,                0.86762,                0.63029,                0.75924,                0.32381,                 2.1217,                 1.2968,                 2.8298,              0.0004556,              0.0004556,              0.0004556
                     80,                0.99479,                0.65034,                  1.593,                0.77302,                0.72055,                0.75566,                0.32451,                  2.183,                 1.3471,                 2.8654,              0.0004358,              0.0004358,              0.0004358
                     81,                 1.0237,                0.66701,                 1.5619,                0.69313,                0.65385,                 0.6559,                0.27746,                 2.2684,                 1.3999,                 3.0325,               0.000416,               0.000416,               0.000416
                     82,                0.96845,                0.64179,                 1.5719,                0.72123,                0.67308,                0.71802,                0.31478,                 2.1847,                 1.2937,                 2.9078,              0.0003962,              0.0003962,              0.0003962
                     83,                0.96967,                 0.6046,                  1.541,                0.70437,                  0.779,                0.77286,                  0.312,                 2.1744,                 1.2684,                  2.976,              0.0003764,              0.0003764,              0.0003764
                     84,                0.95756,                0.62514,                 1.5436,                0.81316,                0.69231,                0.77278,                0.31105,                 2.1931,                 1.2666,                 2.9815,              0.0003566,              0.0003566,              0.0003566
                     85,                 0.9255,                0.62749,                 1.5227,                0.78362,                0.69652,                0.76814,                0.32164,                 2.1622,                 1.2444,                 2.9207,              0.0003368,              0.0003368,              0.0003368
                     86,                0.92314,                0.60265,                  1.496,                0.77447,                 0.7265,                0.74517,                 0.3128,                 2.2165,                 1.3099,                  3.017,               0.000317,               0.000317,               0.000317
                     87,                0.90466,                0.61561,                 1.4634,                0.79881,                0.65385,                0.75986,                 0.2961,                 2.2356,                 1.3027,                 3.0865,              0.0002972,              0.0002972,              0.0002972
                     88,                0.89248,                0.58059,                 1.4927,                0.77386,                0.72398,                0.74949,                0.31926,                 2.1937,                 1.2777,                  3.023,              0.0002774,              0.0002774,              0.0002774
                     89,                0.89637,                 0.5791,                 1.4884,                0.75326,                0.65385,                 0.7228,                0.28445,                 2.3251,                 1.3369,                 3.1874,              0.0002576,              0.0002576,              0.0002576
                     90,                0.88654,                0.58717,                 1.4934,                0.73618,                0.61538,                0.71111,                0.29216,                 2.2338,                 1.4208,                 3.0919,              0.0002378,              0.0002378,              0.0002378
                     91,                 0.8929,                0.57874,                 1.4488,                0.78452,                0.63022,                0.71647,                0.30463,                 2.2014,                 1.2968,                  3.018,               0.000218,               0.000218,               0.000218
                     92,                0.87327,                0.55797,                 1.4414,                0.80632,                0.67308,                0.75906,                0.32416,                 2.1709,                 1.2345,                 2.9678,              0.0001982,              0.0001982,              0.0001982
                     93,                0.84669,                0.56936,                 1.4318,                0.86249,                0.61538,                0.76266,                0.33284,                 2.1419,                 1.3403,                 2.9475,              0.0001784,              0.0001784,              0.0001784
                     94,                0.84043,                0.56782,                 1.4092,                0.88001,                0.61538,                0.75025,                0.32618,                 2.1827,                 1.3144,                 3.0128,              0.0001586,              0.0001586,              0.0001586
                     95,                0.82276,                0.53523,                 1.3862,                 0.8029,                0.63462,                0.73635,                0.32234,                 2.1617,                 1.3439,                 2.9364,              0.0001388,              0.0001388,              0.0001388
                     96,                0.80528,                0.52409,                 1.3879,                0.78832,                0.65385,                0.75071,                0.34173,                 2.1281,                 1.3139,                 2.9212,               0.000119,               0.000119,               0.000119
                     97,                0.82884,                 0.5393,                 1.4165,                0.79968,                0.65385,                0.73768,                0.33718,                 2.1011,                 1.3269,                 2.8939,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.80018,                0.52329,                 1.3757,                0.79352,                0.69231,                 0.7643,                0.33761,                 2.1551,                 1.3221,                 2.9926,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.81583,                0.51432,                 1.4159,                0.81538,                0.67956,                0.77038,                0.33732,                 2.1699,                 1.2691,                 3.0515,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.76975,                0.52489,                 1.3519,                0.78489,                0.65385,                0.75931,                0.32795,                 2.1743,                 1.2668,                 3.0082,               3.98e-05,               3.98e-05,               3.98e-05
                      1,                 1.5613,                 2.3408,                 2.0657,                0.52608,                0.36538,                0.32359,                0.08878,                 2.6484,                 2.7809,                 3.6928,             0.00066111,             0.00066111,             0.00066111
                      2,                 1.6168,                 2.1513,                 2.0919,                 0.0659,                0.38462,                0.04802,                0.01415,                 2.7366,                 10.622,                 4.3091,              0.0013146,              0.0013146,              0.0013146
                      3,                  1.658,                 2.0665,                 2.1038,                0.01891,                    0.5,                0.01448,                0.00399,                  2.787,                 41.114,                 4.6569,               0.001955,               0.001955,               0.001955
                      4,                 1.7269,                 2.0561,                  2.163,                0.02909,                0.38462,                0.02787,                0.01006,                 2.9233,                 24.423,                 7.4687,              0.0019406,              0.0019406,              0.0019406
                      5,                 1.5816,                 1.8915,                 2.0547,                0.27687,                0.42709,                0.26541,                0.08472,                 2.3521,                  2.344,                 3.5486,              0.0019208,              0.0019208,              0.0019208
                      6,                 1.6288,                 1.6539,                 2.0209,                0.29362,                0.23077,                0.15445,                0.03399,                 2.9284,                 3.5245,                 4.0404,               0.001901,               0.001901,               0.001901
                      7,                 1.5555,                 1.6538,                 1.9796,                0.25748,                0.36538,                 0.1822,                0.03813,                 2.9599,                 2.3759,                 3.5545,              0.0018812,              0.0018812,              0.0018812
                      8,                 1.4405,                 1.5191,                 1.9004,                0.41065,                0.34615,                0.31875,                0.10478,                 2.6605,                 2.6715,                 3.5749,              0.0018614,              0.0018614,              0.0018614
                      9,                 1.4256,                 1.4401,                 1.8624,                0.27361,                   0.25,                0.18968,                 0.0569,                 2.7482,                 2.6843,                 3.5048,              0.0018416,              0.0018416,              0.0018416
                     10,                 1.4249,                 1.3987,                 1.8486,                0.60971,                0.42308,                0.48648,                0.17218,                 2.3797,                   1.91,                 3.4344,              0.0018218,              0.0018218,              0.0018218
                     11,                 1.4022,                 1.4415,                 1.8555,                0.57964,                    0.5,                0.48187,                0.18428,                 2.4292,                 1.9377,                 3.3413,               0.001802,               0.001802,               0.001802
                     12,                 1.3198,                 1.3021,                 1.7798,                0.37832,                0.46154,                0.40448,                0.15248,                 2.5318,                 1.9292,                 3.4805,              0.0017822,              0.0017822,              0.0017822
                     13,                 1.2981,                 1.2002,                 1.7453,                0.46127,                0.40385,                0.35881,                0.10765,                 2.6986,                 2.1469,                 3.6479,              0.0017624,              0.0017624,              0.0017624
                     14,                 1.3915,                 1.3016,                  1.777,                0.55365,                0.53846,                0.45544,                0.17408,                 2.3609,                 2.1082,                 3.3999,              0.0017426,              0.0017426,              0.0017426
                     15,                 1.3178,                 1.2312,                 1.7429,                0.66583,                0.44231,                0.48784,                0.17228,                 2.2868,                 1.9264,                 3.2083,              0.0017228,              0.0017228,              0.0017228
                     16,                 1.2485,                 1.1002,                 1.6593,                 0.5755,                    0.5,                0.45851,                0.18224,                 2.2669,                 2.0269,                 3.2708,               0.001703,               0.001703,               0.001703
                     17,                 1.2258,                 1.1317,                 1.6968,                0.68383,                0.49914,                0.54411,                0.18651,                 2.4134,                 1.8824,                 3.5428,              0.0016832,              0.0016832,              0.0016832
                     18,                 1.1824,                 1.0789,                 1.6203,                0.54217,                0.47829,                0.48206,                0.15874,                  2.325,                 1.9693,                 3.3305,              0.0016634,              0.0016634,              0.0016634
                     19,                 1.1651,                 1.0197,                  1.613,                0.59322,                0.48077,                0.48195,                0.15808,                  2.339,                 1.9341,                 3.2613,              0.0016436,              0.0016436,              0.0016436
                     20,                 1.1361,                 1.0122,                 1.5747,                0.69242,                0.48077,                0.48837,                0.16726,                 2.3501,                 1.9417,                 3.4093,              0.0016238,              0.0016238,              0.0016238
                     21,                   1.07,                 1.0059,                 1.5448,                0.60612,                0.57692,                0.53367,                0.19983,                 2.3365,                 1.9435,                 3.8035,               0.001604,               0.001604,               0.001604
                     22,                 1.1505,                 1.0507,                 1.6085,                0.55986,                0.51923,                 0.5097,                0.18395,                 2.4285,                 1.8425,                 3.7119,              0.0015842,              0.0015842,              0.0015842
                     23,                0.97101,                0.94069,                 1.4844,                0.65113,                    0.5,                0.53087,                0.21772,                 2.2091,                 1.9081,                 3.0722,              0.0015644,              0.0015644,              0.0015644
                     24,                 1.0208,                0.95605,                 1.5025,                0.74331,                0.46154,                0.51195,                0.18779,                 2.4492,                 1.9185,                 3.4762,              0.0015446,              0.0015446,              0.0015446
                     25,                 1.0094,                0.92812,                 1.4967,                0.41676,                0.48096,                0.43438,                0.14093,                 2.6033,                 1.9936,                 3.9228,              0.0015248,              0.0015248,              0.0015248
                     26,                 1.0095,                0.94533,                 1.5131,                0.52063,                 0.5222,                0.48331,                0.18761,                 2.2257,                 1.7668,                 3.1622,               0.001505,               0.001505,               0.001505
                     27,                 0.9811,                0.85449,                 1.4845,                0.53467,                0.57692,                0.52492,                0.20993,                 2.4398,                 1.8078,                 3.4036,              0.0014852,              0.0014852,              0.0014852
                     28,                0.95928,                0.85608,                 1.4579,                0.59962,                0.51923,                0.52873,                0.18111,                 2.4351,                 1.7587,                 3.5628,              0.0014654,              0.0014654,              0.0014654
                     29,                0.97776,                0.85518,                 1.5033,                0.58354,                0.51207,                 0.5135,                0.19668,                 2.3694,                 1.8352,                 3.4953,              0.0014456,              0.0014456,              0.0014456
                     30,                0.95525,                0.85416,                 1.4824,                0.71768,                0.44231,                0.51091,                0.19975,                 2.4023,                 2.0629,                 3.3255,              0.0014258,              0.0014258,              0.0014258
                     31,                 1.8231,                 1.4913,                 2.5684,                0.64598,                0.53846,                0.57044,                0.20117,                 2.3153,                 1.7247,                 3.0568,               0.001406,               0.001406,               0.001406
                     32,                 1.7046,                 1.3848,                 2.3506,                0.56914,                0.61538,                0.60154,                0.21041,                 2.2266,                 1.5578,                 3.0067,              0.0013862,              0.0013862,              0.0013862
                     33,                 1.6466,                 1.3184,                 2.3171,                0.57556,                0.61538,                0.56923,                0.21503,                  2.312,                 1.6574,                 3.0246,              0.0013664,              0.0013664,              0.0013664
                     34,                 1.7105,                 1.3236,                 2.3162,                0.66582,                0.53645,                0.60017,                 0.2568,                 2.1122,                 1.4841,                 2.7369,              0.0013466,              0.0013466,              0.0013466
                     35,                 1.6545,                 1.3335,                 2.2827,                0.58662,                0.54588,                0.56964,                 0.2086,                 2.3053,                 1.8145,                 2.9529,              0.0013268,              0.0013268,              0.0013268
                     36,                 1.6229,                  1.325,                 2.2048,                0.65915,                0.63227,                0.67868,                 0.2978,                 2.1651,                  1.484,                  2.799,               0.001307,               0.001307,               0.001307
                     37,                  1.562,                 1.1692,                 2.1758,                0.67685,                0.60428,                0.67839,                0.29289,                  2.056,                 1.4432,                 2.7633,              0.0012872,              0.0012872,              0.0012872
                     38,                 1.6135,                 1.1622,                 2.1544,                0.69285,                0.48077,                0.60749,                0.25171,                 2.1391,                 1.5508,                 2.7474,              0.0012674,              0.0012674,              0.0012674
                     39,                  1.505,                 1.1935,                 2.1111,                0.77971,                0.53846,                0.66583,                0.28736,                 2.0388,                 1.5213,                 2.6467,              0.0012476,              0.0012476,              0.0012476
                     40,                 1.4697,                 1.0999,                 2.0625,                0.63611,                0.73077,                0.69188,                0.29665,                 2.1305,                 1.4225,                  2.766,              0.0012278,              0.0012278,              0.0012278
                     41,                 1.4795,                  1.159,                 2.1053,                0.61446,                0.55769,                0.62696,                0.24646,                 2.2062,                 1.4841,                 2.9252,               0.001208,               0.001208,               0.001208
                     42,                 1.4827,                 1.0828,                 2.1071,                0.53279,                0.65385,                0.60644,                0.24776,                  2.271,                 1.3769,                  2.983,              0.0011882,              0.0011882,              0.0011882
                     43,                 1.4496,                 1.0048,                 2.0325,                0.72116,                0.55769,                0.65519,                0.30935,                  2.073,                 1.4425,                 2.8535,              0.0011684,              0.0011684,              0.0011684
                     44,                 1.4835,                 1.0185,                 2.0769,                0.61352,                0.63462,                0.65206,                0.26416,                 2.1685,                 1.6568,                 2.7813,              0.0011486,              0.0011486,              0.0011486
                     45,                 1.4162,                0.99169,                 1.9976,                0.76549,                0.63462,                0.72479,                0.34524,                  2.077,                 1.2641,                 2.6587,              0.0011288,              0.0011288,              0.0011288
                     46,                 1.3853,                 1.0046,                 1.9441,                0.70671,                0.69231,                0.75763,                0.31377,                 2.1605,                 1.2035,                 2.7896,               0.001109,               0.001109,               0.001109
                     47,                  1.372,                0.96199,                 1.9885,                0.87774,                0.57692,                0.71136,                0.29646,                 2.1656,                 1.3003,                 2.7974,              0.0010892,              0.0010892,              0.0010892
                     48,                 1.3719,                 1.0073,                 1.9673,                0.74202,                0.61538,                0.72428,                0.29981,                  2.096,                 1.3675,                  2.668,              0.0010694,              0.0010694,              0.0010694
                     49,                 1.4445,                 1.0203,                 1.9903,                0.76176,                0.55769,                0.65372,                0.27877,                 2.1968,                 1.5063,                 2.8344,              0.0010496,              0.0010496,              0.0010496
                     50,                  1.402,                 1.0075,                 1.9818,                0.68826,                    0.5,                 0.5989,                 0.2614,                 2.1928,                 1.4584,                 2.8436,              0.0010298,              0.0010298,              0.0010298
                     51,                 1.3889,                0.95705,                 2.0023,                0.64444,                0.66233,                 0.6918,                0.30097,                 2.0128,                 1.4123,                 2.6478,                0.00101,                0.00101,                0.00101
                     52,                 1.2913,                0.86355,                 1.8943,                0.72544,                0.71137,                0.75019,                0.29537,                  2.112,                 1.2925,                 2.7392,              0.0009902,              0.0009902,              0.0009902
                     53,                 1.3025,                0.90077,                 1.9339,                0.71313,                0.71716,                0.73313,                0.31304,                 2.1207,                 1.2775,                 2.7931,              0.0009704,              0.0009704,              0.0009704
                     54,                 1.2678,                0.82467,                 1.8368,                0.75049,                0.69231,                0.78088,                0.31868,                 2.0419,                 1.3155,                  2.683,              0.0009506,              0.0009506,              0.0009506
                     55,                 1.2644,                0.83912,                 1.8169,                0.86962,                0.65385,                0.75527,                0.28716,                 2.1833,                 1.3607,                 2.8676,              0.0009308,              0.0009308,              0.0009308
                     56,                 1.2628,                 0.8714,                  1.819,                0.64768,                0.71154,                0.72946,                0.28632,                 2.1212,                 1.3441,                 2.8016,               0.000911,               0.000911,               0.000911
                     57,                 1.2683,                0.83079,                 1.8534,                0.81402,                0.61538,                0.75123,                0.30523,                 2.1595,                 1.3202,                 2.8449,              0.0008912,              0.0008912,              0.0008912
                     58,                 1.2277,                0.83429,                 1.8019,                0.88515,                0.61538,                0.75894,                0.32473,                 2.0754,                 1.3119,                 2.7809,              0.0008714,              0.0008714,              0.0008714
                     59,                 1.1523,                0.79321,                 1.7993,                0.79304,                0.66332,                0.80294,                0.34342,                 2.0146,                 1.2406,                 2.6961,              0.0008516,              0.0008516,              0.0008516
                     60,                 1.1701,                0.81649,                 1.7871,                 0.8654,                0.61538,                0.76288,                0.30408,                 2.1743,                 1.3055,                 2.8103,              0.0008318,              0.0008318,              0.0008318
                     61,                 1.2441,                0.80741,                  1.821,                0.78352,                0.69609,                0.75033,                0.34221,                 2.0597,                 1.2735,                 2.8106,               0.000812,               0.000812,               0.000812
                     62,                 1.2392,                0.78949,                 1.8324,                 0.8005,                0.69451,                0.79255,                0.33562,                 2.1195,                  1.298,                 2.8179,              0.0007922,              0.0007922,              0.0007922
                     63,                 1.2128,                0.73903,                  1.777,                0.71199,                0.67308,                0.70002,                0.28557,                 2.1922,                 1.3107,                 2.9272,              0.0007724,              0.0007724,              0.0007724
                     64,                 1.1845,                 0.7649,                 1.7844,                0.78067,                0.69231,                0.75876,                0.27631,                 2.1996,                  1.268,                 2.9475,              0.0007526,              0.0007526,              0.0007526
                     65,                 1.2056,                0.78122,                 1.7775,                0.82535,                0.73077,                0.79878,                0.35063,                 1.9527,                 1.1831,                 2.6457,              0.0007328,              0.0007328,              0.0007328
                     66,                 1.1823,                 0.7836,                 1.7637,                0.58384,                0.72849,                0.70414,                0.32037,                 2.1132,                 1.2161,                 2.8585,               0.000713,               0.000713,               0.000713
                     67,                 1.1825,                0.74642,                 1.7718,                0.75404,                0.67308,                0.72827,                0.30468,                 2.2121,                 1.3218,                 3.0396,              0.0006932,              0.0006932,              0.0006932
                     68,                 1.0946,                0.71821,                 1.6886,                0.80957,                0.65404,                0.77144,                0.33875,                 2.0718,                 1.2599,                 2.8572,              0.0006734,              0.0006734,              0.0006734
                     69,                 1.1225,                0.71646,                 1.6899,                0.73027,                   0.75,                0.79214,                0.33108,                 2.0593,                 1.2104,                 2.7968,              0.0006536,              0.0006536,              0.0006536
                     70,                 1.1035,                0.74763,                 1.7211,                0.78691,                0.71154,                0.78536,                0.31575,                 2.1327,                 1.2662,                 2.8357,              0.0006338,              0.0006338,              0.0006338
                     71,                 1.0246,                0.65844,                 1.6243,                0.77568,                0.69231,                 0.7644,                0.32289,                  2.143,                 1.2132,                 2.8738,               0.000614,               0.000614,               0.000614
                     72,                 1.0383,                0.65855,                  1.617,                0.72895,                0.67308,                0.72171,                0.31522,                  2.068,                 1.2234,                 2.7668,              0.0005942,              0.0005942,              0.0005942
                     73,                 1.0298,                0.63616,                 1.6171,                0.75397,                0.67308,                0.74687,                0.31168,                 2.1379,                 1.3019,                   2.85,              0.0005744,              0.0005744,              0.0005744
                     74,                 1.0961,                0.68288,                 1.6744,                0.73526,                0.69231,                0.72751,                0.30529,                 2.1542,                 1.3241,                 2.8422,              0.0005546,              0.0005546,              0.0005546
                     75,                0.97348,                0.64071,                 1.5967,                0.78834,                0.73077,                0.77831,                0.32425,                 2.0695,                 1.1798,                 2.8447,              0.0005348,              0.0005348,              0.0005348
                     76,                0.98616,                 0.6126,                  1.585,                0.87711,                0.59615,                0.75558,                0.33013,                 2.1144,                 1.2001,                 2.9045,               0.000515,               0.000515,               0.000515
                     77,                 0.9993,                0.63226,                 1.5709,                0.78603,                   0.75,                0.80143,                0.33755,                 2.1234,                 1.2149,                 2.9734,              0.0004952,              0.0004952,              0.0004952
                     78,                 0.9706,                0.63447,                 1.5791,                0.79134,                0.73077,                0.77029,                0.35025,                 2.0892,                 1.1766,                 2.9405,              0.0004754,              0.0004754,              0.0004754
                     79,                0.94044,                0.60928,                 1.5228,                0.76436,                0.65385,                0.76266,                0.34112,                 2.1522,                  1.173,                 3.0244,              0.0004556,              0.0004556,              0.0004556
                     80,                0.92076,                0.57195,                 1.5016,                0.79928,                0.65385,                 0.7723,                0.31881,                 2.2201,                 1.1055,                 3.0684,              0.0004358,              0.0004358,              0.0004358
                     81,                0.96444,                0.58477,                 1.5256,                0.71742,                0.73077,                0.79934,                0.35168,                 2.0812,                 1.0728,                 2.9102,               0.000416,               0.000416,               0.000416
                     82,                0.90238,                0.58435,                 1.4872,                0.67915,                0.80769,                0.79714,                0.34173,                 2.1564,                 1.0594,                  2.975,              0.0003962,              0.0003962,              0.0003962
                     83,                0.90597,                0.55922,                    1.5,                0.77968,                0.76923,                0.78945,                0.33592,                 2.1566,                 1.1109,                 2.9653,              0.0003764,              0.0003764,              0.0003764
                     84,                0.89039,                0.55843,                 1.4769,                0.78933,                   0.75,                0.79206,                0.31951,                 2.1769,                 1.1841,                 2.9621,              0.0003566,              0.0003566,              0.0003566
                     85,                0.83268,                0.56322,                  1.458,                0.79049,                0.69231,                0.77853,                0.33407,                 2.1222,                 1.1086,                 2.9067,              0.0003368,              0.0003368,              0.0003368
                     86,                0.80937,                0.52734,                  1.414,                0.76883,                0.76752,                0.79315,                 0.3564,                  2.074,                 1.0637,                 2.8967,               0.000317,               0.000317,               0.000317
                     87,                0.83312,                0.53486,                 1.4074,                0.74889,                0.74565,                0.79444,                  0.346,                 2.0774,                 1.1176,                  2.921,              0.0002972,              0.0002972,              0.0002972
                     88,                0.83268,                0.53442,                 1.4338,                0.89082,                0.73077,                0.84339,                 0.3588,                 2.0362,                 1.1473,                 2.8424,              0.0002774,              0.0002774,              0.0002774
                     89,                0.80269,                0.52832,                 1.4233,                0.74347,                0.72464,                0.78625,                0.30625,                 2.1155,                 1.1913,                 2.9287,              0.0002576,              0.0002576,              0.0002576
                     90,                0.79441,                0.52196,                 1.3855,                0.76386,                0.69231,                0.77164,                0.33513,                  2.092,                 1.1073,                 2.9362,              0.0002378,              0.0002378,              0.0002378
                     91,                0.76636,                0.48889,                  1.372,                0.72431,                0.70741,                0.75471,                0.34494,                  2.079,                 1.1841,                 2.8749,               0.000218,               0.000218,               0.000218
                     92,                0.79945,                0.50373,                 1.3686,                0.73803,                0.75857,                0.79088,                0.33335,                 2.1257,                 1.1706,                 2.9442,              0.0001982,              0.0001982,              0.0001982
                     93,                0.77222,                0.49936,                 1.3566,                0.82849,                0.67308,                0.78997,                0.34383,                 2.0795,                 1.1898,                 2.9135,              0.0001784,              0.0001784,              0.0001784
                     94,                0.75381,                0.49418,                 1.3585,                0.68552,                0.73077,                0.76634,                0.32635,                 2.1396,                 1.2126,                 2.9796,              0.0001586,              0.0001586,              0.0001586
                     95,                0.75234,                0.48033,                 1.3599,                0.75776,                0.72199,                0.76272,                0.34439,                 2.1253,                 1.1785,                 2.9324,              0.0001388,              0.0001388,              0.0001388
                     96,                0.74804,                0.48316,                 1.3278,                 0.7394,                   0.75,                0.79711,                0.34493,                 2.1134,                 1.1383,                 2.9253,               0.000119,               0.000119,               0.000119
                     97,                0.71301,                0.45768,                 1.3111,                0.77318,                   0.75,                 0.7926,                0.33171,                  2.103,                 1.1475,                 2.9049,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.73071,                0.48045,                 1.3309,                0.70072,                   0.75,                0.75364,                0.31932,                 2.1232,                 1.1388,                 2.9516,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.70163,                0.44878,                 1.3119,                0.67808,                0.78846,                0.75618,                0.33444,                 2.1566,                 1.1093,                 3.0104,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.69289,                0.44432,                  1.311,                0.63333,                   0.75,                 0.7294,                0.31714,                 2.1415,                 1.1599,                 2.9714,               3.98e-05,               3.98e-05,               3.98e-05
                      1,                 1.5177,                 2.3074,                 1.9989,                0.28829,                0.37927,                0.22881,                0.08154,                 2.3868,                 3.6294,                 3.6386,             0.00066111,             0.00066111,             0.00066111
                      2,                 1.6145,                 2.0399,                 2.0343,                0.20599,                0.40426,                0.14955,                0.04531,                 2.3067,                  5.021,                 3.5622,              0.0013146,              0.0013146,              0.0013146
                      3,                 1.7208,                 2.1382,                 2.1265,                0.06949,                0.29787,                0.04404,                 0.0134,                 2.8095,                 5.3551,                 3.8081,               0.001955,               0.001955,               0.001955
                      4,                  1.788,                 2.1468,                 2.1809,                0.08449,                0.34043,                0.06252,                0.01815,                 2.5354,                 5.4298,                 3.7692,              0.0019406,              0.0019406,              0.0019406
                      5,                 1.5829,                 2.0201,                 2.0709,                0.34442,                 0.2766,                0.23347,                0.08793,                 2.3879,                 2.9126,                 3.6574,              0.0019208,              0.0019208,              0.0019208
                      6,                 1.6777,                 1.9406,                 2.1141,                0.44384,                0.55319,                0.42699,                0.15619,                 2.3424,                 2.4242,                 3.5541,               0.001901,               0.001901,               0.001901
                      7,                  1.511,                 1.6747,                 1.9447,                0.64115,                0.46809,                0.45784,                0.17437,                 2.1728,                 2.2024,                 3.0772,              0.0018812,              0.0018812,              0.0018812
                      8,                  1.498,                 1.4593,                 1.9228,                0.24092,                0.04255,                0.03497,                0.00972,                 3.9545,                 3.9732,                 4.5283,              0.0018614,              0.0018614,              0.0018614
                      9,                 1.6124,                 1.6649,                 2.0848,                0.43847,                0.54832,                0.44822,                0.18018,                 2.2236,                  2.257,                 3.2162,              0.0018416,              0.0018416,              0.0018416
                     10,                 1.5142,                 1.5331,                 1.9626,                0.54497,                0.48936,                 0.4559,                0.20728,                 2.2315,                 2.3958,                 3.5423,              0.0018218,              0.0018218,              0.0018218
                     11,                 1.4813,                 1.5151,                 1.9077,                0.71237,                0.31915,                 0.4073,                0.13922,                  2.414,                 2.2813,                 3.4872,               0.001802,               0.001802,               0.001802
                     12,                 1.3806,                 1.3654,                 1.8257,                0.64586,                 0.4657,                0.50479,                 0.1274,                 2.4516,                 2.2816,                 3.7563,              0.0017822,              0.0017822,              0.0017822
                     13,                 1.3858,                 1.3119,                 1.8238,                 0.6059,                0.38298,                0.44936,                0.16461,                 2.3207,                 2.0608,                 3.2541,              0.0017624,              0.0017624,              0.0017624
                     14,                 1.3937,                 1.3187,                 1.7857,                0.51955,                 0.2766,                0.33978,                0.11729,                 2.4647,                 2.1206,                  3.449,              0.0017426,              0.0017426,              0.0017426
                     15,                 1.3318,                 1.2204,                 1.7475,                0.54109,                0.70213,                0.60615,                0.22475,                 2.2622,                 1.7524,                 3.2386,              0.0017228,              0.0017228,              0.0017228
                     16,                 1.2356,                 1.1831,                 1.6662,                 0.4574,                0.48435,                0.40464,                0.15703,                 2.3511,                 2.3226,                 3.5555,               0.001703,               0.001703,               0.001703
                     17,                 1.2842,                  1.239,                 1.7551,                0.62581,                0.55319,                0.59493,                0.21853,                 2.2502,                 1.8526,                  3.239,              0.0016832,              0.0016832,              0.0016832
                     18,                 1.2076,                  1.097,                 1.6697,                0.43116,                0.48389,                0.41017,                0.16836,                 2.2966,                  2.028,                   3.35,              0.0016634,              0.0016634,              0.0016634
                     19,                 1.1775,                 1.1356,                 1.6335,                0.59287,                0.59574,                0.57776,                0.22956,                 2.1756,                 1.7611,                 3.1069,              0.0016436,              0.0016436,              0.0016436
                     20,                  1.163,                 1.0608,                  1.626,                0.59843,                0.42553,                0.49237,                0.22077,                 2.2482,                 2.0355,                 3.3216,              0.0016238,              0.0016238,              0.0016238
                     21,                 1.1199,                 1.0011,                 1.5857,                0.77716,                0.59367,                 0.6169,                0.23299,                  2.292,                 1.4419,                 3.3226,               0.001604,               0.001604,               0.001604
                     22,                  1.135,                   1.06,                 1.6245,                0.62738,                0.55319,                0.54941,                0.21018,                 2.5305,                 1.5882,                 3.6114,              0.0015842,              0.0015842,              0.0015842
                     23,                 1.0922,                0.96002,                 1.6097,                0.59437,                0.55319,                0.54127,                0.22393,                 2.1855,                 1.7486,                 3.0291,              0.0015644,              0.0015644,              0.0015644
                     24,                 1.0856,                0.98303,                 1.5606,                0.68729,                0.48936,                   0.52,                0.18702,                 2.3733,                 1.8083,                 3.3479,              0.0015446,              0.0015446,              0.0015446
                     25,                 1.0324,                0.91418,                 1.5263,                0.53566,                 0.6383,                0.57721,                0.24172,                  2.286,                 1.6766,                 3.2677,              0.0015248,              0.0015248,              0.0015248
                     26,                 1.0295,                 0.9406,                 1.5386,                0.54225,                0.57447,                 0.5282,                0.21096,                 2.2873,                  1.786,                 3.3285,               0.001505,               0.001505,               0.001505
                     27,                 1.0231,                0.88094,                 1.4913,                0.60918,                0.61702,                0.61567,                0.23543,                 2.2212,                 1.6302,                 3.3144,              0.0014852,              0.0014852,              0.0014852
                     28,                 0.9843,                 0.8356,                 1.4881,                0.56986,                0.55319,                0.55225,                0.24237,                 2.2114,                 1.6581,                 3.1483,              0.0014654,              0.0014654,              0.0014654
                     29,                0.99362,                0.87169,                 1.4994,                0.59057,                0.67526,                0.62998,                0.25876,                 2.2767,                 1.4855,                 3.2295,              0.0014456,              0.0014456,              0.0014456
                     30,                0.94359,                0.86887,                 1.4559,                0.48994,                0.46809,                 0.4987,                0.22468,                  2.234,                  1.813,                 3.0186,              0.0014258,              0.0014258,              0.0014258
                     31,                 1.9528,                  1.725,                 2.7844,                0.61159,                0.48936,                0.54785,                0.21439,                 2.3363,                 1.6973,                 3.3171,               0.001406,               0.001406,               0.001406
